feature_name,importance
Column_0,102
Column_1,38
Column_2,52
Column_3,17
Column_4,90
Column_5,54
Column_6,71
Column_7,140
Column_8,61
Column_9,79
Column_10,102
Column_11,23
Column_12,39
Column_13,33
Column_14,101
Column_15,41
Column_16,44
Column_17,69
Column_18,46
Column_19,57
Column_20,18
Column_21,29
Column_22,18
Column_23,40
Column_24,41
Column_25,29
Column_26,31
Column_27,36
Column_28,58
Column_29,30
Column_30,14
Column_31,17
